name,link,price,review_count,review_percentage,game_tags,Review_Category
Happenlance,https://store.steampowered.com/app/1663410/Happenlance/?snr=1_7_7_230_150_914,19.99,36,88,"['Physics', 'Difficult', 'PvP', 'Precision Platformer', 'Co-op', 'Singleplayer', 'Psychological Horror', 'Intentionally Awkward Controls', 'Puzzle Platformer', 'Parkour', 'Competitive', '2D Fighter', 'Adventure', 'Emotional', 'Action', 'Funny', 'Hack and Slash', 'Online Co-Op', 'Fighting', '2D Platformer']",0-250
Love Exalt 8372,https://store.steampowered.com/app/2295280/Love_Exalt_8372/?snr=1_7_7_230_150_914,5.79,22,100,"['Early Access', 'Indie', 'Mystery', 'Visual Novel', 'Story Rich', 'Lore-Rich', 'Minigames', 'Text-Based', 'LGBTQ+', 'Conversation', 'Cats', 'Dark', 'Dark Comedy', 'Dark Humor', 'Pixel Graphics', 'Anime', 'Cartoon', 'Cartoony', 'Singleplayer', '2D']",0-250
Fears of Glasses o-o World War,https://store.steampowered.com/app/2244840/Fears_of_Glasses_oo_World_War/?snr=1_7_7_230_150_914,92.99,14,85,"['CRPG', '3D Platformer', '2D Platformer', 'Bullet Hell', 'Sports', 'FPS', 'Immersive Sim', 'Flight', 'Auto Battler', 'City Builder', 'Baseball', 'Cycling', 'Fishing', 'Tutorial', 'Hockey', 'Battle Royale', 'Building', 'War', 'Crafting', 'Physics']",0-250
Ayo the Clown,https://store.steampowered.com/app/1114900/Ayo_the_Clown/?snr=1_7_7_230_150_914,19.99,34,97,"['Platformer', 'Action-Adventure', 'Adventure', 'Action', 'Indie', 'Funny', 'Cute', 'Family Friendly', 'Side Scroller', 'Cartoony', 'Colorful', '2.5D', 'Crowdfunded', '2D Platformer', '3D Platformer', ""1990's"", 'Comedy', 'Fantasy', 'Controller', 'Multiple Endings']",0-250
She Will Shoot,https://store.steampowered.com/app/1753790/She_Will_Shoot/?snr=1_7_7_230_150_914,0.99,126,53,"['Zombies', 'Third-Person Shooter', 'Post-apocalyptic', 'Female Protagonist', 'Survival', 'Action', 'Sexual Content', 'Shooter', 'Arena Shooter', 'Sandbox', 'Indie', 'Hack and Slash', 'Adventure', 'Open World', 'Casual', 'RPG', 'Simulation', 'Realistic', 'Action-Adventure', 'Singleplayer']",0-250
SokoChess White,https://store.steampowered.com/app/2185860/SokoChess_White/?snr=1_7_7_230_150_914,4.99,25,96,"['Puzzle', 'Chess', 'Sokoban', 'Logic', 'Strategy', 'Family Friendly', 'Casual', 'Indie', '2D', 'Minimalist', 'Grid-Based Movement', 'Singleplayer', 'Mouse only', 'Turn-Based']",0-250
Total CATastrophe,https://store.steampowered.com/app/1877930/Total_CATastrophe/?snr=1_7_7_230_150_914,4.99,11,81,"['Cute', 'Action', '2D Platformer', 'Casual', 'Point & Click', 'Collectathon', 'Tactical', 'Soundtrack', 'Survival', 'Adventure', 'Pixel Graphics', 'Difficult', 'Singleplayer', 'Action-Adventure', '2D', 'Cats', 'Platformer', 'Indie', 'Retro']",0-250
FETUS,https://store.steampowered.com/app/2059650/FETUS/?snr=1_7_7_230_150_914,4.99,19,100,"['Casual', 'Pixel Graphics', 'Difficult', '2D Platformer', 'Arcade', 'Demons', 'Soundtrack', 'Action', 'Historical', 'Gun Customization', 'Retro', 'Martial Arts', 'Atmospheric', 'Side Scroller', 'Singleplayer', 'Puzzle', 'Indie', 'Combat', 'Logic', '2D']",0-250
Endless Furry Killer 3D,https://store.steampowered.com/app/1519470/Endless_Furry_Killer_3D/?snr=1_7_7_230_150_914,8.32,49,87,"['Action', 'Adventure', 'Casual', 'Strategy', 'Action-Adventure', 'Exploration', 'Shooter', 'Survival', 'Arena Shooter', 'Bullet Hell', 'FPS', 'Hero Shooter', ""Shoot 'Em Up"", '3D', 'Colorful', 'Pixel Graphics', 'Atmospheric', 'Comedy', 'Dark Humor', 'Fantasy']",0-250
Polygon Survival,https://store.steampowered.com/app/2618500/Polygon_Survival/?snr=1_7_7_230_150_914,0.99,22,40,"['Open World Survival Craft', 'Survival', 'Zombies', 'Action', 'Post-apocalyptic', 'Crafting', 'Sandbox', 'Shooter', 'Base Building', 'Open World', 'Adventure', 'Building', 'RPG', 'Exploration', 'Casual', 'Simulation', '3D', 'Colorful', 'Atmospheric', 'Singleplayer']",0-250
Great Marble Adventure,https://store.steampowered.com/app/1711520/Great_Marble_Adventure/?snr=1_7_7_230_150_914,9.99,15,100,"['Action', 'Casual', '3D Platformer', 'Platformer', 'Puzzle Platformer', '3D', 'Third Person', 'Atmospheric', 'Medieval', 'Retro', 'Indie', 'Nature', 'Racing', 'Strategy', 'Physics', 'Linear', 'Singleplayer']",0-250
Hug Survivor,https://store.steampowered.com/app/2271940/Hug_Survivor/?snr=1_7_7_230_150_914,12.99,26,80,"['Cute', 'Female Protagonist', 'Action Roguelike', 'Bullet Hell', 'Tower Defense', '2.5D', 'Casual', 'Top-Down Shooter', 'Arena Shooter', 'Anime', 'Action', 'Roguelite', 'Colorful', 'Shooter', ""Beat 'em up"", 'Roguelike', 'Side Scroller', '2D', 'Isometric', 'Cartoon']",0-250
Hill Agency: PURITYdecay,https://store.steampowered.com/app/1358370/Hill_Agency_PURITYdecay/?snr=1_7_7_230_150_914,24.99,13,100,"['Adventure', 'Interactive Fiction', 'Investigation', 'Side Scroller', '3D', 'Noir', 'Female Protagonist', 'Stylized', 'Atmospheric', 'Crime', 'Cyberpunk', 'Detective', 'Drama', 'Futuristic', 'RPG', 'Point & Click', 'Mystery', 'Singleplayer', 'Sci-fi', 'Visual Novel']",0-250
Simon the Sorcerer: 25th Anniversary Edition,https://store.steampowered.com/app/674150/Simon_the_Sorcerer_25th_Anniversary_Edition/?snr=1_7_7_230_150_914,8.99,107,73,"['Adventure', 'Comedy', '2D', 'Retro', 'Point & Click', 'Singleplayer', ""1990's"", 'Story Rich', 'Funny', 'Pixel Graphics', 'Indie', 'Exploration', 'Third Person', 'Atmospheric', 'Remake', 'Puzzle', 'Cartoony', 'Colorful', 'Family Friendly', 'Fantasy']",0-250
Dwarrows,https://store.steampowered.com/app/532750/Dwarrows/?snr=1_7_7_230_150_914,29.99,87,74,"['3D Platformer', 'City Builder', 'Open World', 'Exploration', 'Simulation', 'Base Building', 'Management', 'Economy', 'Puzzle Platformer', 'Female Protagonist', 'Third Person', 'Action-Adventure', '3D', 'Cute', 'Building', 'Atmospheric', 'Adventure', 'Controller', 'Family Friendly', 'Singleplayer']",0-250
Di-Da-Dobble,https://store.steampowered.com/app/1861980/DiDaDobble/?snr=1_7_7_230_150_914,2.99,19,100,"['Casual', 'Arcade', 'Board Game', 'Idler', '3D', 'Colorful', 'Cute', '1980s', 'Comedy', 'Funny', 'Indie', 'Relaxing', 'Choices Matter', 'Physics', 'Singleplayer']",0-250
Soul Knight: The Forest of Spirits,https://store.steampowered.com/app/2306390/Soul_Knight_The_Forest_of_Spirits/?snr=1_7_7_230_150_914,0.99,14,85,"['Hidden Object', 'Atmospheric', 'Medieval', 'Nature', 'Magic', 'Side Scroller', 'Exploration', 'Logic', 'Puzzle Platformer', 'Relaxing', 'Linear', 'Casual', 'Minimalist', 'Pixel Graphics', 'Stylized', 'Fantasy', 'Family Friendly', 'Emotional', 'Puzzle', 'Dark']",0-250
Jack's Labyrinth,https://store.steampowered.com/app/1493400/Jacks_Labyrinth/?snr=1_7_7_230_150_914,4.99,23,82,"['Exploration', 'Runner', 'Hidden Object', 'Puzzle', 'Top-Down', 'Strategy', 'Casual', 'Logic', 'Hand-drawn', 'Colorful', 'Adventure', 'Singleplayer', 'Experimental', 'Minimalist', 'Fantasy', 'Atmospheric', 'Cute', 'Indie', 'Cartoony', 'Funny']",0-250
Ratyrinth,https://store.steampowered.com/app/2421910/Ratyrinth/?snr=1_7_7_230_150_914,2.99,35,97,"['Adventure', 'Casual', 'Platformer', '2D Platformer', '2D', 'Cute', 'Pixel Graphics', 'Retro', 'Indie', 'Linear', 'Singleplayer', 'Precision Platformer']",0-250
Existential Kitty Cat RPG,https://store.steampowered.com/app/830630/Existential_Kitty_Cat_RPG/?snr=1_7_7_230_150_914,0.99,26,53,"['Adventure', 'RPG', 'Indie', 'Casual', 'Action', 'RPGMaker', 'JRPG', 'Cute', 'Fantasy', 'Cats', 'Funny', 'Action RPG', 'Comedy', 'Anime', 'Party-Based RPG']",0-250
Darkheart: Flight of the Harpies,https://store.steampowered.com/app/985070/Darkheart_Flight_of_the_Harpies/?snr=1_7_7_230_150_914,6.99,13,84,"['Adventure', 'Casual', 'Hidden Object']",0-250
RC Rush,https://store.steampowered.com/app/1654800/RC_Rush/?snr=1_7_7_230_150_915,12.99,23,91,"['Sports', 'Racing', 'Action', 'Arcade', '3D', 'First-Person', 'Third Person', 'VR', 'Controller', 'Artificial Intelligence', 'Physics', 'Singleplayer']",0-250
Andromedum,https://store.steampowered.com/app/457660/Andromedum/?snr=1_7_7_230_150_915,1.99,16,68,"['Indie', 'Casual', 'VR', 'Visual Novel']",0-250
The Crown of Wu,https://store.steampowered.com/app/1732220/The_Crown_of_Wu/?snr=1_7_7_230_150_915,32.48,20,90,"['Third Person', 'Action', 'Fantasy', 'Difficult', 'Indie', 'Platformer', '3D Platformer', 'Puzzle', 'Parkour', 'Mythology', 'Souls-like', 'Adventure', '3D', 'Robots', 'Realistic', 'Combat', 'Singleplayer', 'Swordplay', 'Lore-Rich', 'Ninja']",0-250
24H Stories: The Blackout,https://store.steampowered.com/app/2690290/24H_Stories_The_Blackout/?snr=1_7_7_230_150_915,2.99,21,90,"['First-Person', 'Horror', 'Singleplayer', 'Multiple Endings', 'Thriller', 'Mystery', '3D Platformer', '3D', 'Psychological', 'Indie', 'Supernatural', 'Conversation', 'Linear']",0-250
Tornado Driver,https://store.steampowered.com/app/1328050/Tornado_Driver/?snr=1_7_7_230_150_915,1.99,14,92,"['Action', 'Indie', 'Casual', 'Racing', 'Driving', 'Runner', 'Great Soundtrack', 'Physics', 'Difficult', 'Minimalist', 'Singleplayer', 'Colorful', 'Procedural Generation', 'Controller']",0-250
Tricky Tracks,https://store.steampowered.com/app/2122000/Tricky_Tracks/?snr=1_7_7_230_150_915,2.49,12,100,"['Multiplayer', 'Funny', 'Casual', 'Early Access', 'Action', 'Indie', 'Team-Based', 'PvP', 'Online Co-Op', 'Family Friendly', 'Third Person', '3D', 'Controller', 'Colorful', 'Atmospheric', 'Stealth', 'Comedy', 'Shooter', 'Hidden Object', 'Arcade']",0-250
NUC: After The Blast,https://store.steampowered.com/app/1595410/NUC_After_The_Blast/?snr=1_7_7_230_150_915,0.89,15,53,"['Hero Shooter', 'Exploration', 'FPS', 'PvE', 'Shooter', 'Action-Adventure', '3D', '3D Vision', 'First-Person', 'Cute', 'Post-apocalyptic', 'Nonlinear', 'Base Building', 'Action', 'Open World', 'Stylized', 'Military', 'Science', 'Zombies', 'Crafting']",0-250
Cavesweeper,https://store.steampowered.com/app/880830/Cavesweeper/?snr=1_7_7_230_150_915,5.0,15,80,"['Roguelite', 'Roguelike', 'Board Game', 'Loot', 'Inventory Management', 'Perma Death', 'Puzzle', 'Strategy', 'Indie', 'Adventure', '2D', 'Pixel Graphics', 'Dark Comedy', 'Singleplayer', 'Casual']",0-250
God Souls,https://store.steampowered.com/app/1952440/God_Souls/?snr=1_7_7_230_150_915,4.99,32,84,"['Dark Fantasy', 'Indie', 'Action', 'Nudity', 'Souls-like', 'Female Protagonist', 'Spectacle fighter', 'Hack and Slash', 'RPG', 'Action RPG', 'Action-Adventure', '3D Platformer', 'Tactical RPG', 'Third Person', '3D Vision', 'Story Rich', 'Multiple Endings', 'Medieval', 'Werewolves', 'Adventure']",0-250
Blacksmith,https://store.steampowered.com/app/787840/Blacksmith/?snr=1_7_7_230_150_915,9.99,33,84,"['Casual', 'Simulation', 'Indie', 'RPG', 'Farming', 'Early Access']",0-250
Shift Quantum - A Cyber Noir Puzzle Platformer,https://store.steampowered.com/app/700520/Shift_Quantum__A_Cyber_Noir_Puzzle_Platformer/?snr=1_7_7_230_150_915,19.99,36,94,"['Indie', 'Action', 'Puzzle Platformer', 'Singleplayer', 'Level Editor', 'Atmospheric', 'Great Soundtrack', 'Platformer', 'Stylized', 'Sci-fi', 'Puzzle', 'Controller', 'Logic', '2.5D', 'Dystopian', 'Philosophical', 'Difficult', 'Minimalist', 'Side Scroller', 'Female Protagonist']",0-250
Pathfinders: Mini Words,https://store.steampowered.com/app/1635620/Pathfinders_Mini_Words/?snr=1_7_7_230_150_915,0.89,32,96,"['Word Game', 'Education', 'Puzzle', 'Family Friendly', 'Logic', 'Casual', 'Relaxing', 'Singleplayer']",0-250
Frebbventure,https://store.steampowered.com/app/2004670/Frebbventure/?snr=1_7_7_230_150_915,12.99,23,100,"['Precision Platformer', 'Side Scroller', '2D Platformer', 'Platformer', '2D', 'Lore-Rich', 'Linear', 'Action', 'Story Rich', 'Controller', 'Anime', 'Cartoony', 'Colorful', 'Pixel Graphics', 'Fantasy', 'Sci-fi', 'Atmospheric', 'Adventure', 'Comedy', 'Aliens']",0-250
Community College Hero: Knowledge is Power,https://store.steampowered.com/app/847290/Community_College_Hero_Knowledge_is_Power/?snr=1_7_7_230_150_915,5.99,32,87,"['Indie', 'Adventure', 'RPG', 'Choose Your Own Adventure', 'Text-Based', 'Superhero']",0-250
Midnight is Lost,https://store.steampowered.com/app/1557430/Midnight_is_Lost/?snr=1_7_7_230_150_915,1.99,20,85,"['Sokoban', 'Puzzle', 'Difficult', 'Logic', 'Strategy', 'Cute', 'Relaxing', 'Cats', 'Isometric', 'Colorful', 'Stylized', 'Casual', 'Grid-Based Movement', 'Voxel', 'Solitaire', 'Family Friendly', 'Minigames', 'Singleplayer', 'Tactical', 'Soundtrack']",0-250
Cosmo Rider,https://store.steampowered.com/app/2539090/Cosmo_Rider/?snr=1_7_7_230_150_915,3.99,17,94,"['Early Access', '2D', 'Top-Down', 'Action Roguelike', 'Top-Down Shooter', 'Twin Stick Shooter', 'Roguelite', 'Flight', 'Physics', 'PvE', 'Bullet Hell', 'Tutorial', 'Action', 'Bullet Time', 'Procedural Generation', 'Colorful', 'Sci-fi', 'Space', 'Atmospheric', 'Combat']",0-250
Follow The Cat,https://store.steampowered.com/app/1725480/Follow_The_Cat/?snr=1_7_7_230_150_915,0.99,14,64,"['Puzzle', 'Indie', 'Physics', 'Cats', 'Atmospheric', 'Singleplayer', 'Stylized', 'Short', 'Cinematic', 'Colorful', 'Minimalist', 'Story Rich', 'Multiple Endings', 'Adventure', 'Platformer', '3D Platformer', 'Exploration', 'Sci-fi', 'Puzzle Platformer', 'FPS']",0-250
LOST BUBBLES: Sweet mates,https://store.steampowered.com/app/1794950/LOST_BUBBLES_Sweet_mates/?snr=1_7_7_230_150_915,2.99,67,70,"['Precision Platformer', '3D Platformer', 'Platformer', 'Action-Adventure', '3D', 'Action', 'Third Person', 'Casual', 'Controller', 'Realistic', 'Adventure', 'Atmospheric', 'Physics', 'Modern', 'Online Co-Op', 'Singleplayer', 'Multiplayer', 'Co-op', 'Indie']",0-250
Dynamic Shooting VR,https://store.steampowered.com/app/2549600/Dynamic_Shooting_VR/?snr=1_7_7_230_150_915,5.79,14,92,"['VR', 'Action', 'Shooter', 'Simulation', 'Tactical', 'Sports', 'Score Attack', 'On-Rails Shooter', 'Quick-Time Events', 'Hero Shooter', 'Arcade', 'Racing', 'Military', 'Western', 'Nature', 'Parkour', ""Shoot 'Em Up"", 'Bullet Time', '3D', 'Singleplayer']",0-250
Sunlight Scream,https://store.steampowered.com/app/2608440/Sunlight_Scream/?snr=1_7_7_230_150_915,3.99,38,92,"['Visual Novel', 'Detective', 'Anime', 'Story Rich', 'Mystery', 'Psychological Horror', 'Dating Sim', 'Singleplayer', 'Adventure', 'Dark', 'Atmospheric', 'Horror', 'Romance', 'Choices Matter', 'Multiple Endings', 'Thriller', 'Hack and Slash', 'Casual', 'Violent', 'Simulation']",0-250
A Spider to A Fly,https://store.steampowered.com/app/2259530/A_Spider_to_A_Fly/?snr=1_7_7_230_150_915,1.99,12,100,"['Atmospheric', 'Psychological Horror', 'Exploration', '2D', 'Point & Click', 'Interactive Fiction', 'Story Rich', 'Pixel Graphics', 'Horror', 'Surreal', 'Abstract', 'Stylized', 'Thriller', 'Drama', 'Emotional', 'Mystery', 'Psychological', 'Adventure', ""1990's"", 'Dark']",0-250
Asteroid Bounty Hunter,https://store.steampowered.com/app/444220/Asteroid_Bounty_Hunter/?snr=1_7_7_230_150_915,6.29,225,61,"['Indie', 'Action', 'Casual', 'Adventure', 'RPG', ""Shoot 'Em Up"", 'Space', 'Bullet Hell', 'Shooter', 'Side Scroller']",0-250
Social Justice Warriors,https://store.steampowered.com/app/348270/Social_Justice_Warriors/?snr=1_7_7_230_150_915,4.49,97,50,"['Satire', 'Education', 'Arcade', 'JRPG', 'Text-Based', 'Memes', 'Political', 'Tactical RPG', 'Political Sim', 'Turn-Based Strategy', 'Psychological Horror', 'Choices Matter', 'America', 'Fantasy', 'Funny', 'RPG', '2D', 'Life Sim', 'Diplomacy', 'Conversation']",0-250
The secret pyramid VR,https://store.steampowered.com/app/2171010/The_secret_pyramid_VR/?snr=1_7_7_230_150_916,7.99,20,95,"['VR', 'Roguelike', 'Singleplayer', 'Zombies', 'Looter Shooter', 'Dark Fantasy', 'Action-Adventure', 'Shooter', 'Action', 'Dungeon Crawler', 'First-Person', 'Adventure', 'Fantasy', 'Violent', 'Indie', 'Gore', 'Combat', 'Perma Death', 'Procedural Generation', 'Action Roguelike']",0-250
Sandstorm,https://store.steampowered.com/app/548710/Sandstorm/?snr=1_7_7_230_150_916,5.99,14,64,"['Action', 'Indie', 'Casual', 'Adventure', 'Tanks', 'Arcade']",0-250
Battle Map Studio,https://store.steampowered.com/app/1189190/Battle_Map_Studio/?snr=1_7_7_230_150_916,15.99,10,100,"['Early Access', 'Simulation', 'Turn-Based Tactics', 'Immersive Sim', 'City Builder', 'Tabletop', 'Base Building', 'RPG', '3D', 'Third Person', 'Relaxing', 'Nonlinear', 'Procedural Generation', 'Team-Based', 'Casual', 'Stylized', 'Fantasy', 'Surreal', 'Turn-Based Combat', 'Agriculture']",0-250
Tichu,https://store.steampowered.com/app/1421390/Tichu/?snr=1_7_7_230_150_916,11.99,13,100,"['Turn-Based Tactics', 'Strategy', 'Card Game', 'Team-Based', 'Singleplayer', 'Multiplayer', 'Tactical', '2D', 'Logic', 'PvP', 'Co-op', 'Online Co-Op']",0-250
Great North Shelter 2,https://store.steampowered.com/app/2303160/Great_North_Shelter_2/?snr=1_7_7_230_150_916,5.99,22,90,"['Exploration', 'Hidden Object', 'Walking Simulator', 'Comedy', 'Funny', 'Female Protagonist', 'First-Person', '3D', 'Horror', 'Lore-Rich', 'Story Rich', 'Narration', 'Linear', 'Realistic', 'Nature', 'Atmospheric', 'Psychological', 'Emotional', 'Adventure', 'Dark']",0-250
Nogibator: Way Of Legs,https://store.steampowered.com/app/754330/Nogibator_Way_Of_Legs/?snr=1_7_7_230_150_916,3.88,27,55,"['Indie', 'Casual']",0-250
PLANETOIDS,https://store.steampowered.com/app/2090630/PLANETOIDS/?snr=1_7_7_230_150_916,39.99,11,81,"['Arcade', 'Simulation', 'Score Attack', 'Action', 'Flight', 'Pixel Graphics', 'Stylized', 'Old School', 'Hand-drawn', 'Survival', 'Shooter', '2D', 'Indie', 'Top-Down', 'Futuristic', 'Sci-fi', 'Singleplayer']",0-250
ProjectTeo,https://store.steampowered.com/app/1382370/ProjectTeo/?snr=1_7_7_230_150_916,0.99,18,83,"['Casual', 'Action', 'Puzzle', 'Arcade', 'Exploration', 'Platformer', 'Action-Adventure', 'Roguelike', '2D Platformer', 'Side Scroller', 'Puzzle Platformer', '2D', 'Cute', 'Stylized', '1980s', ""1990's"", 'Atmospheric', 'Dark', 'Old School', 'Retro']",0-250
Trusty Brothers,https://store.steampowered.com/app/1221400/Trusty_Brothers/?snr=1_7_7_230_150_916,4.99,11,100,"['Indie', 'Adventure', 'Casual', 'Funny', 'Early Access']",0-250
Unusual Ghost,https://store.steampowered.com/app/2263570/Unusual_Ghost/?snr=1_7_7_230_150_916,9.99,13,92,"['Casual', 'Adventure', 'RPG', 'Simulation', 'Sports', 'Strategy', 'Action', '2D Fighter', ""Beat 'em up"", 'Point & Click', 'Arcade', 'Puzzle', 'Sandbox', 'Action-Adventure', ""Shoot 'Em Up"", 'Choose Your Own Adventure', 'Exploration', 'Dungeon Crawler', 'Hidden Object', 'Creature Collector']",0-250
Gun-Running War Dogs,https://store.steampowered.com/app/678820/GunRunning_War_Dogs/?snr=1_7_7_230_150_916,0.9,48,62,"['Indie', 'Simulation', 'Retro', 'Pixel Graphics', 'Trading']",0-250
Reimei no Gakuen - Otome/Visual Novel,https://store.steampowered.com/app/1881950/Reimei_no_Gakuen__OtomeVisual_Novel/?snr=1_7_7_230_150_916,24.99,21,95,"['Adventure', 'Visual Novel', 'Otome', 'Anime', 'Fantasy', 'Romance', 'Emotional', 'Female Protagonist', 'Cute', 'Comedy', 'Mystery', 'Drama', 'Casual', 'Magic', 'Dating Sim', 'Choices Matter', 'Multiple Endings', 'Story Rich', 'Choose Your Own Adventure', 'First-Person']",0-250
Hazeron Starship,https://store.steampowered.com/app/2239520/Hazeron_Starship/?snr=1_7_7_230_150_916,19.99,41,78,"['Exploration', 'FPS', 'Immersive Sim', 'Flight', 'City Builder', 'Colony Sim', 'Interactive Fiction', 'Sandbox', 'Driving', 'Hunting', 'Motorbike', 'Sailing', 'Economy', 'Management', 'Space', 'Pirates', 'Building', 'Crafting', 'Mining', 'Nature']",0-250
Song Beater: Quite My Tempo!,https://store.steampowered.com/app/1077600/Song_Beater_Quite_My_Tempo/?snr=1_7_7_230_150_916,19.99,44,93,"['Action', 'Indie', 'Casual', 'Rhythm', 'Music', 'VR', 'Singleplayer', '3D', 'Colorful', 'Cute', 'Mod', 'Family Friendly', 'Electronic Music', 'Electronic', 'Boxing', 'Relaxing', 'FPS', 'Moddable', 'Sports', 'Early Access']",0-250
Blacksmith Run,https://store.steampowered.com/app/1062670/Blacksmith_Run/?snr=1_7_7_230_150_916,0.89,15,80,"['Indie', 'Platformer', '2D', 'Pixel Graphics', 'Adventure', 'Puzzle Platformer', 'Retro', 'Old School', 'Linear', 'Singleplayer', 'Difficult', 'Action']",0-250
Aery - Stone Age,https://store.steampowered.com/app/2711610/Aery__Stone_Age/?snr=1_7_7_230_150_916,5.79,10,100,"['Casual', 'Simulation', 'Well-Written', 'Flight', 'Family Friendly', 'Indie', 'Atmospheric', 'Relaxing', 'Arcade', 'Walking Simulator', '3D', 'Exploration', 'Colorful', 'Singleplayer', 'Linear']",0-250
SANRI,https://store.steampowered.com/app/2137660/SANRI/?snr=1_7_7_230_150_916,3.99,33,54,"['Horror', 'Psychological Horror', 'Survival Horror', 'Dark', 'First-Person', 'Atmospheric', 'Adventure', 'Survival', 'Thriller', 'Realistic', 'Exploration', 'Puzzle', 'Stealth', 'Indie', 'Singleplayer', 'Gore', 'Action', 'Violent', 'Simulation', 'Story Rich']",0-250
Unlucky Seven,https://store.steampowered.com/app/579120/Unlucky_Seven/?snr=1_7_7_230_150_916,4.49,125,48,"['Indie', 'Story Rich', 'Pixel Graphics', 'Choices Matter', 'Singleplayer', 'Funny', 'Horror', 'Retro', 'Comedy', 'Great Soundtrack', 'Multiple Endings', '2D', 'Cute', 'Bullet Hell', 'Dark', 'Psychological Horror', ""1990's"", 'Dating Sim']",0-250
The Cleaner,https://store.steampowered.com/app/2243040/The_Cleaner/?snr=1_7_7_230_150_916,0.99,42,83,"['2D', 'Horror', 'LGBTQ+', 'Story Rich', 'Romance', 'Conversation', 'Top-Down', 'Linear', 'Hand-drawn', 'Atmospheric', 'Indie', 'Drama', 'Emotional', 'Psychological', 'Dark', 'Singleplayer']",0-250
Crumple Zone,https://store.steampowered.com/app/785760/Crumple_Zone/?snr=1_7_7_230_150_916,11.99,48,91,"['Racing', 'Action', 'Indie', 'Destruction', 'Arcade', 'Retro']",0-250
Graceful Explosion Machine,https://store.steampowered.com/app/575450/Graceful_Explosion_Machine/?snr=1_7_7_230_150_916,7.29,36,80,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Colorful', '2D', 'Shooter', 'Space', 'Cute', 'Bullet Hell', 'Controller', 'Top-Down Shooter', 'Arena Shooter', 'Great Soundtrack', 'Sci-fi', 'Minimalist', 'Futuristic', 'Singleplayer']",0-250
Trivia Vault: Movie Trivia,https://store.steampowered.com/app/845970/Trivia_Vault_Movie_Trivia/?snr=1_7_7_230_150_916,9.99,48,68,"['Casual', 'Simulation', 'Strategy', 'Action', 'Trivia', 'Family Friendly', 'Singleplayer', 'Logic', ""1990's"", '1980s', 'Indie', '2D', 'Relaxing', 'Time Management', 'Word Game', 'Replay Value', 'Text-Based', 'Choices Matter', 'Story Rich', 'Movie']",0-250
Egglien,https://store.steampowered.com/app/1994440/Egglien/?snr=1_7_7_230_150_916,5.99,24,100,"['Action', 'Platformer', '2D Platformer', ""Shoot 'Em Up"", '2D', 'Pixel Graphics', 'Aliens', 'Futuristic', 'Old School', 'Retro', 'Sci-fi', 'Space', 'Combat', 'Linear', 'Singleplayer', 'Arcade', 'Cute']",0-250
Life's Playground,https://store.steampowered.com/app/873320/Lifes_Playground/?snr=1_7_7_230_150_916,0.99,14,57,"['Casual', 'Simulation', 'Strategy', 'Indie', 'Board Game', 'Multiplayer', 'Turn-Based', 'Local Multiplayer', 'Management', 'Abstract', 'Choices Matter', 'Grand Strategy']",0-250
Redemption Cemetery: Salvation of the Lost Collector's Edition,https://store.steampowered.com/app/466050/Redemption_Cemetery_Salvation_of_the_Lost_Collectors_Edition/?snr=1_7_7_230_150_917,9.99,11,100,"['Adventure', 'Casual', 'Hidden Object']",0-250
Marvellous Inc.,https://store.steampowered.com/app/827940/Marvellous_Inc/?snr=1_7_7_230_150_917,22.97,18,88,"['Education', 'Puzzle', 'Programming', 'Automation', 'Capitalism', 'Coding', 'Robots', 'Tutorial', 'Strategy', '2D', 'Dark Comedy', 'Story Rich', 'Indie', 'Artificial Intelligence', 'Singleplayer', 'Pixel Graphics', 'Simulation', 'Retro']",0-250
Jettatura,https://store.steampowered.com/app/2023440/Jettatura/?snr=1_7_7_230_150_917,7.29,18,94,"['RPG', 'Dungeon Crawler', 'Old School', 'Party-Based RPG', 'CRPG', 'First-Person', 'Exploration', 'Perma Death', 'Grid-Based Movement', 'Adventure', 'Inventory Management', 'Fantasy', '3D', 'Magic', 'Medieval', 'Underground', 'Class-Based', 'Combat', 'Dragons', 'Demons']",0-250
Oakenfold,https://store.steampowered.com/app/1494450/Oakenfold/?snr=1_7_7_230_150_917,9.99,20,80,"['Strategy', 'Turn-Based Tactics', 'Roguelike', 'Time Manipulation', 'Turn-Based Strategy', 'Procedural Generation', 'Tactical', 'Indie', 'Isometric', 'RPG', 'Hand-drawn', 'Tactical RPG', 'Roguelite', 'Fantasy', 'Puzzle', 'Turn-Based Combat', 'Singleplayer', 'Competitive', 'Time Travel', 'Survival']",0-250
Stilstand,https://store.steampowered.com/app/1282320/Stilstand/?snr=1_7_7_230_150_917,3.99,45,97,"['Indie', 'Casual', 'Hand-drawn', 'Point & Click', 'Visual Novel', '2D', 'Dark', 'Comedy', 'Comic Book', 'Interactive Fiction', 'Drama', 'Story Rich', 'Surreal', 'Psychological', 'Female Protagonist', 'Atmospheric', 'Short']",0-250
